TimeL;TimeGln(hms);TimeGln(sec.);TimeGps(sec.);S(2)E1B;dS(2)E1B;Fi(2)E1B;S(4)E1B;dS(4)E1B;Fi(4)E1B;S(10)E1B;dS(10)E1B;Fi(10)E1B;S(11)E1B;dS(11)E1B;Fi(11)E1B;S(12)E1B;dS(12)E1B;Fi(12)E1B;S(16)E1B;dS(16)E1B;Fi(16)E1B;S(19)E1B;dS(19)E1B;Fi(19)E1B;S(25)E1B;dS(25)E1B;Fi(25)E1B;S(29)E1B;dS(29)E1B;Fi(29)E1B;S(36)E1B;dS(36)E1B;Fi(36)E1B
1441;12:58:13.000;46693;35911;25823942.99;-244.71719;-25823935.98;;;;23706165.06;107.36407;-23706159.95;22095547.97;-178.97467;-22095546.34;24513147.19;327.98795;-24513146.1;27347156.05;607.81738;-27347148.17;25551267.27;-316.85336;-25551270.68;24985374.89;318.49615;-24985374.6;27263432.84;152.9109;-27263434.09;27019769.37;-513.29803;-27019770.96
1442;12:58:14.000;46694;35912;25823697.61;-244.64249;-25823691.34;;;;23706270.33;107.40487;-23706267.35;22095369.14;-178.93866;-22095367.4;24513475.41;328.01251;-24513474.11;27347763.04;607.82135;-27347755.99;25550951.85;-316.78168;-25550953.9;24985690.51;318.56482;-24985693.17;27263582.87;152.98741;-27263587.08;27019257.83;-513.29462;-27019257.66
1443;12:58:15.000;46695;35913;25823451.17;-244.59564;-25823446.74;;;;23706378.92;107.42684;-23706374.78;22095189.66;-178.91644;-22095188.48;24513805.31;328.02136;-24513802.13;27348369.21;607.79651;-27348363.79;25550636.59;-316.74988;-25550637.15;24986012.67;318.60547;-24986011.78;27263736.79;153.04526;-27263740.12;27018742.82;-513.3078;-27018744.36
1444;12:58:16.000;46696;35914;25823204.78;-244.5863;-25823202.16;;;;23706486;107.40027;-23706482.18;22095011.06;-178.93561;-22095009.55;24514131.35;327.97687;-24514130.11;27348978.78;607.74243;-27348971.53;25550317.28;-316.73718;-25550320.41;24986331.6;318.6073;-24986330.38;27263890.47;153.0578;-27263893.18;27018230.14;-513.35577;-27018231
1445;12:58:17.000;46697;35915;25822959.98;-244.59691;-25822957.56;;;;23706593.18;107.36271;-23706589.54;22094831.38;-178.97845;-22094830.57;24514456.46;327.9306;-24514458.04;27349588.47;607.65936;-27349579.19;25549999.51;-316.75543;-25550003.66;24986651.57;318.59454;-24986648.98;27264043.54;153.05373;-27264046.23;27017716.03;-513.43579;-27017717.57
1446;12:58:18.000;46698;35916;25822716.44;-244.52884;-25822713.03;;;;23706701.7;107.40138;-23706696.94;22094652.93;-178.94148;-22094651.63;24514785.19;327.94702;-24514785.98;27350193.82;607.66699;-27350186.85;25549681.52;-316.68127;-25549686.98;24986970.48;318.65207;-24986967.63;27264196.27;153.12738;-27264199.36;27017201.87;-513.43463;-27017204.13
1447;12:58:19.000;46699;35917;25822469.85;-244.52032;-25822468.51;;;;23706808.29;107.3791;-23706804.32;22094473.22;-178.96347;-22094472.66;24515113.38;327.91608;-24515113.9;27350801.06;607.59027;-27350794.45;25549363;-316.69135;-25549370.29;24987288.88;318.65427;-24987286.28;27264348.44;153.14026;-27264352.5;27016690.48;-513.48279;-27016690.65
1448;12:58:20.000;46700;35918;25822228.38;-244.45064;-25822224.06;;;;23706915.08;107.41939;-23706911.74;22094294.75;-178.91566;-22094293.75;24515439.85;327.93317;-24515441.83;27351409.07;607.58539;-27351402.03;25549047.8;-316.61981;-25549053.67;24987605.86;318.7135;-24987605;27264503.46;153.21255;-27264505.71;27016175.42;-513.49506;-27016177.15
1449;12:58:21.000;46701;35919;25821984.84;-244.41594;-25821979.65;;;;23707022.58;107.41928;-23707019.16;22094115.01;-178.91583;-22094114.83;24515767.51;327.92764;-24515769.76;27352016.07;607.55853;-27352009.59;25548731.34;-316.59711;-25548737.07;24987926.53;318.74673;-24987923.74;27264656;153.25482;-27264658.97;27015661.84;-513.51001;-27015663.64
1450;12:58:22.000;46702;35920;25821742.43;-244.33736;-25821735.31;;;;23707130.93;107.4707;-23707126.63;22093935.96;-178.86284;-22093935.97;24516095.6;327.95438;-24516097.72;27352620.33;607.55426;-27352617.14;25548412.89;-316.51645;-25548420.55;24988242.72;318.81757;-24988242.56;27264809.94;153.33574;-27264812.3;27015147.17;-513.50195;-27015150.14
1451;12:58:23.000;46703;35921;25821497.84;-244.35843;-25821490.95;;;;23707237.33;107.4194;-23707234.05;22093756.76;-178.91745;-22093757.05;24516424.52;327.89133;-24516425.61;27353229.82;607.47034;-27353224.61;25548097.83;-316.54929;-25548104;24988562.17;318.79083;-24988561.35;27264962.74;153.3233;-27264965.63;27014632.55;-513.57825;-27014636.56
1452;12:58:24.000;46704;35922;25821251.06;-244.35498;-25821246.6;;;;23707345.14;107.39293;-23707341.44;22093578.01;-178.95042;-22093578.1;24516752.89;327.84851;-24516753.46;27353833.31;607.41132;-27353832.03;25547781.29;-316.54709;-25547787.46;24988881.71;318.78751;-24988880.14;27265117.28;153.33185;-27265118.96;27014120.29;-513.65186;-27014122.91
1453;12:58:25.000;46705;35923;25821008.61;-244.33264;-25821002.26;;;;23707453.07;107.38768;-23707448.83;22093399.84;-178.9482;-22093399.15;24517080.89;327.82266;-24517081.28;27354443.63;607.35028;-27354439.38;25547469.66;-316.51785;-25547470.94;24989199.75;318.80539;-24989198.94;27265269.99;153.36066;-27265272.32;27013607.35;-513.68671;-27013609.22
1454;12:58:26.000;46706;35924;25820762.93;-244.25706;-25820758.01;;;;23707560.41;107.43453;-23707556.27;22093219.36;-178.90401;-22093220.25;24517409.14;327.85901;-24517409.14;27355048.4;607.36835;-27355046.74;25547149.44;-316.46384;-25547154.47;24989518.34;318.87277;-24989517.82;27265423.98;153.44337;-27265425.76;27013094.08;-513.67487;-27013095.55
1455;12:58:27.000;46707;35925;25820519.96;-244.17563;-25820513.83;;;;23707667.69;107.47703;-23707663.74;22093041.43;-178.85718;-22093041.39;24517737.12;327.89127;-24517737.03;27355658.93;607.36224;-27355654.11;25546834.1;-316.38351;-25546838.09;24989838.66;318.9408;-24989836.76;27265579.41;153.52536;-27265579.29;27012579.93;-513.65527;-27012581.89
1456;12:58:28.000;46708;35926;25820275.17;-244.13124;-25820269.7;;;;23707775.51;107.49612;-23707771.24;22092862.47;-178.83791;-22092862.56;24518064.81;327.89139;-24518064.92;27356265.89;607.33722;-27356261.44;25546519.43;-316.33878;-25546521.75;24990156.43;318.98495;-24990155.74;27265731.22;153.57651;-27265732.86;27012066.82;-513.68878;-27012068.21
1457;12:58:29.000;46709;35927;25820030.37;-244.13332;-25820025.57;;;;23707882.98;107.46843;-23707878.71;22092682.93;-178.86951;-22092683.69;24518392.05;327.84406;-24518392.76;27356871.86;607.28003;-27356868.72;25546201.49;-316.3519;-25546205.4;24990475.46;318.98196;-24990474.73;27265884.86;153.58466;-27265886.45;27011554.12;-513.73798;-27011554.47
1458;12:58:30.000;46710;35928;25819786.8;-244.08611;-25819781.48;;;;23707991.22;107.47794;-23707986.19;22092504.28;-178.85568;-22092504.83;24518719.19;327.84427;-24518720.61;27357479.36;607.23883;-27357475.96;25545882.86;-316.30563;-25545889.09;24990794.23;319.01126;-24990793.74;27266037.78;153.62927;-27266040.08;27011039.89;-513.76733;-27011040.7
1459;12:58:31.000;46711;35929;25819541.05;-244.03497;-25819537.44;;;;23708097.87;107.50914;-23708093.7;22092326.28;-178.82466;-22092326.01;24519047.43;327.85709;-24519048.46;27358088.81;607.2392;-27358083.2;25545568.93;-316.26303;-25545572.83;24991112.68;319.06958;-24991112.81;27266192.48;153.69702;-27266193.78;27010525.94;-513.77527;-27010526.92
1460;12:58:32.000;46712;35930;25819298.43;-243.99738;-25819293.45;;;;23708205.06;107.50496;-23708201.2;22092146.37;-178.82726;-22092147.18;24519376.05;327.84305;-24519376.31;27358693.13;607.18982;-27358690.39;25545254.4;-316.2301;-25545256.6;24991432.31;319.091;-24991431.9;27266345.64;153.73064;-27266347.51;27010010.64;-513.80042;-27010013.12
1461;12:58:33.000;46713;35931;25819052.63;-243.91429;-25819049.53;;;;23708314.29;107.56438;-23708308.76;22091968.7;-178.76534;-22091968.41;24519703.41;327.88058;-24519704.19;27359299.85;607.20911;-27359297.6;25544938.38;-316.14224;-25544940.46;24991750.58;319.17035;-24991751.07;27266499.06;153.82544;-27266501.33;27009496.1;-513.78821;-27009499.34
1462;12:58:34.000;46714;35932;25818812.65;-243.89246;-25818805.64;;;;23708420.6;107.54865;-23708416.31;22091787.85;-178.78455;-22091789.63;24520033.16;327.85315;-24520032.04;27359909.13;607.1496;-27359904.75;25544624.59;-316.13797;-25544624.32;24992069.34;319.18219;-24992070.25;27266651.54;153.84288;-27266655.17;27008982.76;-513.82446;-27008985.51
1463;12:58:35.000;46715;35933;25818567.88;-243.85692;-25818561.78;;;;23708527.15;107.56187;-23708523.88;22091609.25;-178.7706;-22091610.86;24520358.98;327.84799;-24520359.89;27360518.14;607.12787;-27360511.88;25544304.87;-316.09601;-25544308.22;24992387.77;319.21155;-24992389.46;27266805.47;153.89249;-27266809.07;27008470.57;-513.85675;-27008471.65
1464;12:58:36.000;46716;35934;25818323.88;-243.81923;-25818317.96;;;;23708634.57;107.57486;-23708631.45;22091430.43;-178.7551;-22091432.1;24520687.1;327.84958;-24520687.74;27361123.13;607.09198;-27361118.97;25543986.22;-316.07089;-25543992.15;24992706.03;319.24966;-24992708.71;27266959.59;153.93646;-27266963;27007955.62;-513.88049;-27007957.77
1465;12:58:37.000;46717;35935;25818079.5;-243.73331;-25818074.23;;;;23708741.9;107.62385;-23708739.07;22091252.3;-178.70364;-22091253.4;24521015.42;327.88177;-24521015.62;27361732.05;607.10474;-27361726.07;25543676.31;-315.97281;-25543676.18;24993028.32;319.327;-24993028.04;27267113.66;154.03094;-27267117.03;27007442.95;-513.8584;-27007443.92
1466;12:58:38.000;46718;35936;25817835.11;-243.67317;-25817830.56;;;;23708849.04;107.64782;-23708846.72;22091073.49;-178.67705;-22091074.72;24521342.25;327.88928;-24521343.51;27362340.02;607.0885;-27362333.16;25543354.84;-315.94794;-25543360.23;24993345.32;319.37387;-24993347.41;27267271.53;154.08046;-27267271.11;27006930.02;-513.87347;-27006930.04
1467;12:58:39.000;46719;35937;25817592.45;-243.63188;-25817586.93;;;;23708958.61;107.66389;-23708954.39;22090895.83;-178.6657;-22090896.06;24521668.8;327.8902;-24521671.4;27362944.89;607.05524;-27362940.22;25543042.6;-315.89258;-25543044.34;24993665.73;319.40967;-24993666.82;27267421.78;154.13654;-27267425.25;27006415.59;-513.89117;-27006416.15
1468;12:58:40.000;46720;35938;25817347.29;-243.50873;-25817343.42;;;;23709064.98;107.75561;-23709062.14;22090717.2;-178.56839;-22090717.49;24521997.03;327.96844;-24521999.37;27363552.35;607.11188;-27363547.33;25542725.85;-315.7847;-25542728.56;24993984.92;319.53116;-24993986.35;27267577.25;154.26515;-27267579.52;27005902.12;-513.82898;-27005902.32
1469;12:58:41.000;46721;35939;25817103.93;-243.48553;-25817099.93;;;;23709172.69;107.74941;-23709169.89;22090538.36;-178.57962;-22090538.91;24522325.17;327.94537;-24522327.31;27364158.87;607.06604;-27364154.4;25542408.08;-315.75641;-25542412.8;24994302.69;319.54562;-24994305.9;27267729.76;154.2903;-27267733.81;27005387.1;-513.87122;-27005388.45
1470;12:58:42.000;46722;35940;25816860.67;-243.40503;-25816856.53;;;;23709281.55;107.79864;-23709277.69;22090360.41;-178.52913;-22090360.38;24522654.06;327.97986;-24522655.29;27364768.93;607.07538;-27364761.47;25542094.6;-315.68475;-25542097.11;24994623.65;319.61472;-24994625.51;27267885.06;154.37994;-27267888.19;27004875.21;-513.85901;-27004874.59
1471;12:58:43.000;46723;35941;25816617.92;-243.35992;-25816613.17;;;;23709390.93;107.81464;-23709385.5;22090181.15;-178.50696;-22090181.87;24522981.8;327.98138;-24522983.28;27365372.45;607.03894;-27365368.51;25541778.71;-315.63351;-25541781.48;24994941.44;319.65616;-24994945.17;27268039.6;154.4287;-27268042.62;27004362.64;-513.87085;-27004360.72
1472;12:58:44.000;46724;35942;25816372.08;-243.30647;-25816369.86;;;;23709498.65;107.83996;-23709493.34;22090003.38;-178.48901;-22090003.38;24523308.61;327.9906;-24523311.27;27365976.64;607.0824;-27365975.56;25541460.87;-315.60031;-25541465.88;24995263.4;319.70825;-24995264.88;27268193.57;154.49193;-27268197.11;27003848.68;-513.8822;-27003846.84
1473;12:58:45.000;46725;35943;25816131.21;-243.23055;-25816126.63;;;;23709606.1;107.88262;-23709601.23;22089824.44;-178.43872;-22089824.94;24523638.16;328.01608;-24523639.28;27366583.98;607.03485;-27366582.6;25541145.24;-315.52954;-25541150.35;24995579.94;319.76837;-24995584.65;27268349.04;154.56651;-27268351.67;27003332.89;-513.87878;-27003332.96
1474;12:58:46.000;46726;35944;25815885.95;-243.12862;-25815883.5;;;;23709712.8;107.9567;-23709709.18;22089646.69;-178.37029;-22089646.57;24523967.61;328.07727;-24523967.36;27367193.48;607.06262;-27367189.66;25540829.42;-315.43399;-25540834.91;24995901.25;319.87122;-24995904.52;27268505.11;154.67839;-27268506.35;27002819.02;-513.83734;-27002819.12
1475;12:58:47.000;46727;35945;25815643.81;-243.0406;-25815640.46;;;;23709822.27;108.00774;-23709817.19;22089468.87;-178.31055;-22089468.26;24524294.87;328.11252;-24524295.47;27367802.19;607.28485;;25540514.74;-315.34668;-25540519.57;24996223.3;319.94492;-24996224.46;27268657.89;154.76389;-27268661.12;27002306.1;-513.81305;-27002305.31
1476;12:58:48.000;46728;35946;25815399.97;-242.98891;-25815397.47;;;;23709929.79;108.03426;-23709925.23;22089289.88;-178.29106;-22089289.97;24524621.76;328.12259;-24524623.59;27368412.38;606.95819;-27368403.8;25540197.51;-315.30014;-25540204.26;24996541.47;319.98849;-24996544.45;27268813.73;154.82642;-27268815.94;27001790.97;-513.82904;-27001791.48
1477;12:58:49.000;46729;35947;25815156.83;-242.94629;-25815154.52;;;;23710038.05;108.04465;-23710033.27;22089112.68;-178.27722;-22089111.7;24524949.67;328.10928;-24524951.7;27369015.75;607.03937;-27369010.84;25539888.86;-315.25589;-25539889.01;24996860.81;320.03021;-24996864.48;27268969.72;154.87138;-27268970.81;27001281.77;-513.84882;-27001277.63
1478;12:58:50.000;46730;35948;25814917.22;-242.85512;-25814911.67;;;;23710146.29;108.11485;-23710141.38;22088933.9;-178.2121;-22088933.48;24525278.19;328.17059;-24525279.87;27369626.16;607.04553;-27369617.89;25539571.18;-315.16907;-25539573.84;24997183.27;320.11783;-24997184.6;27269123.24;154.97353;-27269125.79;27000764.14;-513.8183;-27000763.81
1479;12:58:51.000;46731;35949;25814672.17;-242.81555;-25814668.85;;;;23710255.18;108.1094;-23710249.49;22088756.09;-178.20636;-22088755.28;24525608.65;328.15659;-24525608.03;27370230.23;607.01935;-27370224.91;25539259.39;-315.14001;-25539258.7;24997501.97;320.13889;-24997504.74;27269278.19;155.00713;-27269280.79;27000249.49;-513.84857;-27000249.96
1480;12:58:52.000;46732;35950;25814428.41;-242.76982;-25814426.08;;;;23710362.87;108.13871;-23710357.63;22088578.31;-178.18747;-22088577.09;24525934.88;328.16385;-24525936.19;27370838.56;607.34442;-27370831.91;25538940.96;-315.09253;-25538943.61;24997820.67;320.19241;-24997824.93;27269434.2;155.07343;-27269435.87;26999732.83;-513.86505;-26999736.1
1481;12:58:53.000;46733;35951;25814186.09;-242.76202;-25814183.32;;;;23710470.14;108.10651;-23710465.74;22088399.3;-178.21216;-22088398.88;24526263.2;328.1142;-24526264.31;27371440.86;607.12292;-27371438.86;25538626.55;-315.09875;-25538628.51;24998141.55;320.18616;-24998145.12;27269587.79;155.07573;-27269590.94;26999221.21;-513.9278;-26999222.17
1482;12:58:54.000;46734;35952;25813944.69;-242.68462;-25813940.64;;;;23710578.77;108.15324;-23710573.89;22088220.41;-178.16077;-22088220.72;24526591.57;328.15244;-24526592.46;27372054.66;606.92401;-27372045.78;25538310.1;-315.02295;-25538313.49;24998462.99;320.25491;-24998465.37;27269743.2;155.16133;-27269746.11;26998708.92;-513.90692;-26998708.27
1483;12:58:55.000;46735;35953;25813701.62;-242.6293;-25813698.01;;;;23710686.91;108.17722;-23710682.07;22088041.91;-178.14124;-22088042.58;24526917.52;328.15414;-24526920.62;27372659.55;606.8299;-27372652.68;25537995.56;-314.97156;-25537998.51;24998783.77;320.29971;-24998785.67;27269897.96;155.2202;-27269901.33;26998196.3;-513.92273;-26998194.34
1484;12:58:56.000;46736;35954;25813459.05;-242.53444;-25813455.47;;;;23710794.83;108.24156;-23710790.31;22087864.71;-178.07602;-22087864.5;24527248.06;328.21368;-24527248.83;27373263.81;606.95563;-27373259.63;25537679.98;-314.88281;-25537683.63;24999101.96;320.39008;-24999106.06;27270052.58;155.31946;-27270056.64;26997679.96;-513.89142;-26997680.45
1485;12:58:57.000;46737;35955;25813215.61;-242.47076;-25813213;;;;23710902.78;108.28479;-23710898.6;22087686.3;-178.03114;-22087686.47;24527576.11;328.2301;-24527577.06;27373874.98;606.92371;;25537368.81;-314.81409;-25537368.82;24999424.93;320.45297;-24999426.51;27270208.79;155.39629;-27270212.04;26997165.25;-513.88275;-26997166.57
1486;12:58:58.000;46738;35956;25812973.66;-242.41646;-25812970.59;;;;23711009.54;108.3006;-23711006.9;22087507.51;-178.01605;-22087508.45;24527904.01;328.23346;-24527905.29;27374477.09;606.72144;-27374473.5;25537053.45;-314.76755;-25537054.05;24999744.21;320.49405;-24999747.01;27270363.22;155.44527;-27270367.49;26996651.56;-513.90356;-26996652.66
1487;12:58:59.000;46739;35957;25812730.16;-242.31099;-25812728.28;;;;23711118.11;108.37498;-23711115.27;22087331.12;-177.94159;-22087330.51;24528234.87;328.29236;-24528233.59;27375086.4;606.94836;-27375080.45;25536736.78;-314.68045;-25536739.37;25000066.15;320.59204;-25000067.6;27270520.52;155.55983;-27270523.05;26996135.22;-513.86243;-26996138.8
1488;12:59:00.000;46740;35958;25812488.69;-242.29689;-25812485.98;;;;23711227.52;108.35947;-23711223.63;22087153.46;-177.95802;-22087152.55;24528561.21;328.25983;-24528561.85;27375697.38;606.90533;-27375687.35;25536424.24;-314.66727;-25536424.7;25000386.82;320.59958;-25000388.2;27270675.57;155.57468;-27270678.62;26995620.79;-513.90942;-26995624.89
1489;12:59:01.000;46741;35959;25812246.04;-242.18831;-25812243.79;;;;23711335.22;108.43401;-23711332.07;22086973.83;-177.87842;-22086974.67;24528890.91;328.32248;-24528890.17;27376299.89;606.92413;-27376294.28;25536109.84;-314.55798;-25536110.14;25000706.67;320.70038;-25000708.9;27270829.95;155.69417;-27270834.31;26995110.45;-513.86981;-26995111.02
1490;12:59:02.000;46742;35960;25812003.71;-242.15645;-25812001.63;;;;23711444.44;108.4416;-23711440.51;22086796.34;-177.8755;-22086796.8;24529219.22;328.30942;-24529218.48;27376906.03;606.89655;-27376901.17;25535794.05;-314.52924;-25535795.61;25001027.07;320.72592;-25001029.63;27270986.34;155.72719;-27270990.04;26994597.37;-513.89618;-26994597.13
1491;12:59:03.000;46743;35961;25811762.15;-242.14464;-25811759.49;;;;23711551.81;108.41525;-23711548.92;22086617.84;-177.8936;-22086618.9;24529548.76;328.27609;-24529546.75;27377513.43;606.83466;-27377508.01;25535480.91;-314.53232;-25535481.08;25001349.5;320.7262;-25001350.35;27271143.08;155.74074;-27271145.78;26994083.66;-513.95642;-26994083.17
1492;12:59:04.000;46744;35962;25811518.44;-242.04948;-25811517.44;;;;23711660.54;108.48867;-23711657.41;22086440.08;-177.81914;-22086441.09;24529876.46;328.3306;-24529875.08;27378124.31;606.87177;-27378114.88;25535166.55;-314.43195;-25535166.65;25001670.56;320.82507;-25001671.18;27271296.33;155.85077;-27271301.63;26993567.81;-513.9198;-26993569.25
1493;12:59:05.000;46745;35963;25811275.15;-241.9306;-25811275.51;;;;23711768.62;108.57494;-23711765.99;22086261.27;-177.73944;-22086263.35;24530205.15;328.40115;-24530203.48;27378723.69;606.89703;-27378721.78;25534850.66;-314.31921;-25534852.33;25001991.34;320.93036;-25001992.11;27271453.66;155.96721;-27271457.6;26993056.43;-513.86597;-26993055.38
1494;12:59:06.000;46746;35964;25811035.6;-241.90158;-25811033.61;;;;23711877.69;108.57697;-23711874.56;22086085.74;-177.73543;-22086085.61;24530533.97;328.38486;-24530531.87;27379334.74;606.86371;-27379328.64;25534538.33;-314.28754;-25534538.04;25002309.34;320.95984;-25002313.07;27271610.3;156.00615;-27271613.61;26992542.45;-513.89624;-26992541.49
1495;12:59:07.000;46747;35965;25810792.7;-241.86612;-25810791.74;;;;23711986.04;108.57346;-23711983.14;22085907.26;-177.73979;-22085907.87;24530862.06;328.37045;-24530860.24;27379945.82;606.8252;-27379935.46;25534219.37;-314.2626;-25534223.78;25002630.82;320.979;-25002634.05;27271764.84;156.0356;-27271769.64;26992030.24;-513.93976;-26992027.55
1496;12:59:08.000;46748;35966;25810549.55;-241.82631;-25810549.92;;;;23712094.22;108.58902;-23712091.73;22085730.25;-177.72252;-22085730.15;24531190.24;328.36496;-24531188.61;27380550.27;606.79651;-27380542.26;25533905.85;-314.22845;-25533909.55;25002954.09;321.01468;-25002955.06;27271921.06;156.09169;-27271925.73;26991514.27;-513.95123;-26991513.6
1497;12:59:09.000;46749;35967;25810308.31;-241.7516;-25810308.16;;;;23712203.21;108.63152;-23712200.36;22085552.06;-177.67616;-22085552.47;24531519.36;328.39627;-24531517;27381157.59;606.79602;-27381149.06;25533594.16;-314.16455;-25533595.39;25003276.39;321.08792;-25003276.15;27272077.37;156.17403;-27272081.91;26991001.89;-513.9458;-26990999.65
1498;12:59:10.000;46750;35968;25810066.59;-241.69708;-25810066.47;;;;23712311.82;108.65568;-23712309.01;22085373.85;-177.65865;-22085374.81;24531847.85;328.40381;-24531845.41;27381759.88;606.78546;-27381755.84;25533279.81;-314.11526;-25533281.27;25003596.03;321.12729;-25003597.28;27272234.63;156.22394;-27272238.13;26990486.35;-513.9588;-26990485.69
1499;12:59:11.000;46751;35969;25809824.77;-241.64597;-25809824.82;;;;23712419.55;108.66849;-23712417.68;22085196.77;-177.63387;-22085197.18;24532175.67;328.40073;-24532173.81;27382369.49;606.75366;-27382362.6;25532963.85;-314.06699;-25532967.21;25003917.78;321.16833;-25003918.44;27272389.69;156.27991;-27272394.41;26989972.21;-513.9668;-26989971.73
1500;12:59:12.000;46752;35970;25809584.68;-241.58376;-25809583.24;;;;23712529.35;108.70911;-23712526.39;22085019.59;-177.59717;-22085019.58;24532503.91;328.42737;-24532502.23;27382975.15;606.75616;-27382969.35;25532648.52;-314.00269;-25532653.2;25004241.07;321.22781;-25004239.67;27272546.08;156.35298;-27272550.77;26989458.93;-513.97833;-26989457.75
1501;12:59:13.000;46753;35971;25809341.53;-241.59152;-25809341.65;;;;23712638.48;108.67329;-23712635.06;22084840.84;-177.63515;-22084841.95;24532832.06;328.37726;-24532830.61;27383584.45;606.66577;-27383576.02;25532336.42;-314.01791;-25532339.19;25004561.08;321.21869;-25004560.89;27272702.13;156.35143;-27272707.12;26988944.82;-514.03943;-26988943.71
1502;12:59:14.000;46754;35972;25809100.69;-241.5098;-25809100.14;;;;23712746.86;108.71722;-23712743.78;22084664.45;-177.58968;-22084664.36;24533161.11;328.40283;-24533159.01;27384191.54;606.63428;-27384182.7;25532023.32;-314.03955;-25532025.24;25004881.7;321.28659;-25004882.18;27272860.08;156.43434;-27272863.55;26988430.42;-514.02344;-26988429.68
1503;12:59:15.000;46755;35973;25808855.88;-241.47675;-25808858.66;;;;23712855.06;108.71835;-23712852.5;22084485.96;-177.58195;-22084486.78;24533489.12;328.39273;-24533487.41;27384802.82;606.6322;-27384789.33;25531709.23;-313.9144;-25531711.33;25005202.76;321.31253;-25005203.49;27273014.26;156.46727;-27273020.02;26987915.49;-514.06439;-26987915.62
1504;12:59:16.000;46756;35974;25808615;-241.39026;-25808617.27;;;;23712964.77;108.77604;-23712961.28;22084309.32;-177.528;-22084309.25;24533818.69;328.43494;-24533815.84;27385402.24;606.65271;-27385395.98;25531391.28;-313.83209;-25531397.5;25005526.39;321.39172;-25005524.88;27273170.95;156.5643;-27273176.58;26987400.08;-514.0387;-26987401.58
1505;12:59:17.000;46757;35975;25808375.1;-241.39131;-25808375.88;;;;23713073.39;108.74848;-23713070.02;22084131.8;-177.55701;-22084131.69;24534145.88;328.39178;-24534144.23;27386007.87;606.59363;-27386002.58;25531080.84;-313.83618;-25531083.66;25005848.07;321.3837;-25005846.27;27273327.76;156.5657;-27273333.15;26986883.69;-514.09277;-26986887.49
1506;12:59:18.000;46758;35976;25808135.02;-241.28854;-25808134.59;;;;23713182.06;108.81919;-23713178.84;22083955.18;-177.48291;-22083954.21;24534474.31;328.44632;-24534472.68;27386615.98;606.61029;-27386609.19;25530764.54;-313.74207;-25530769.92;25006169.67;321.48666;-25006167.75;27273484.59;156.67787;-27273489.83;26986370.26;-514.0722;-26986373.42
1507;12:59:19.000;46759;35977;25807893.1;-241.25711;-25807893.33;;;;23713290.53;108.82001;-23713287.66;22083777.38;-177.48158;-22083776.73;24534801.36;328.42813;-24534801.11;27387220.7;606.56799;-27387215.76;25530451.2;-313.72046;-25530456.2;25006488.33;321.49771;-25006489.25;27273641.99;156.71005;-27273646.54;26985858.96;-514.09668;-26985859.32
1508;12:59:20.000;46760;35978;25807652.27;-241.23245;-25807652.1;;;;23713400.4;108.81689;-23713396.48;22083599.65;-177.48413;-22083599.24;24535129.8;328.40979;-24535129.52;27387827.3;606.53717;-27387822.29;25530136.61;-313.69098;-25530142.51;25006811.09;321.52753;-25006810.78;27273799.45;156.74234;-27273803.28;26985343.47;-514.13531;-26985345.18
1509;12:59:21.000;46761;35979;25807410.94;-241.15717;-25807410.94;;;;23713506.06;108.8504;-23713505.33;22083422.99;-177.44421;-22083421.8;24535458.9;328.43271;-24535457.95;27388431.37;606.52747;-27388428.82;25529823.62;-313.62579;-25529828.88;25007132.59;321.58289;-25007132.36;27273954.44;156.81825;-27273960.1;26984828.65;-514.13531;-26984831.05
1510;12:59:22.000;46762;35980;25807166.94;-241.0988;-25807169.84;;;;23713615.5;108.8875;-23713614.22;22083244.18;-177.41241;-22083244.39;24535788.37;328.44812;-24535786.4;27389046.38;606.51544;-27389035.34;25529508.7;-313.56668;-25529515.31;25007454.99;321.64536;-25007454.01;27274115.07;156.88417;-27274116.98;26984316.16;-514.12823;-26984316.92
1511;12:59:23.000;46763;35981;25806928.49;-241.00616;-25806928.84;;;;23713726.31;108.94659;-23713723.16;22083068.26;-177.35448;-22083067.03;24536115.43;328.49695;-24536114.89;27389650.86;606.53937;-27389641.87;25529193.09;-313.48141;-25529201.83;25007777.02;321.72308;-25007775.73;27274268.41;156.98039;-27274273.96;26983802.04;-514.10431;-26983802.82
1512;12:59:24.000;46764;35982;25806688.38;-241.02499;-25806687.81;;;;23713837.05;108.90289;-23713832.07;22082890.2;-177.40059;-22082889.63;24536443.48;328.42853;-24536443.32;27390257.89;606.44873;-27390248.32;25528882.62;-313.50058;-25528888.33;25008099.27;321.70404;-25008097.43;27274427.95;156.96989;-27274430.93;26983286.69;-514.19238;-26983288.62
1513;12:59:25.000;46765;35983;25806448.09;-240.94055;-25806446.87;;;;23713946.16;108.94427;-23713941.01;22082713.38;-177.35184;-22082712.28;24536770.35;328.46237;-24536771.79;27390866.37;606.44244;-27390854.77;25528568.46;-313.42889;-25528574.9;25008418.97;321.76855;-25008419.2;27274584.9;157.04762;-27274587.98;26982772.78;-514.17657;-26982774.45
