TimeL;TimeGln(hms);TimeGln(sec.);TimeGps(sec.);S(2)E1B;dS(2)E1B;Fi(2)E1B;S(4)E1B;dS(4)E1B;Fi(4)E1B;S(10)E1B;dS(10)E1B;Fi(10)E1B;S(11)E1B;dS(11)E1B;Fi(11)E1B;S(12)E1B;dS(12)E1B;Fi(12)E1B;S(16)E1B;dS(16)E1B;Fi(16)E1B;S(19)E1B;dS(19)E1B;Fi(19)E1B;S(25)E1B;dS(25)E1B;Fi(25)E1B;S(29)E1B;dS(29)E1B;Fi(29)E1B;S(36)E1B;dS(36)E1B;Fi(36)E1B
2650;13:18:22.000;47902;37120;25573818.89;-160.05658;-25573817.24;27455205.81;-611.07019;-27455207.59;23856768.83;148.5007;-23856761.7;21901397.11;-134.60661;-21901394.32;24918785.06;349.41388;-24918781.13;;;;25210997.05;-236.50214;-25211000.3;25406866.79;383.92368;-25406863.1;27494364.72;234.98024;-27494362.64;26396758.76;-508.98157;-26396758.51
2651;13:18:23.000;47903;37121;25573659.67;-159.97002;-25573657.27;27454594.76;-611.05695;-27454596.53;23856918.68;148.54686;-23856910.25;21901262.05;-134.55501;-21901259.76;24919134.97;349.43832;-24919130.57;;;;25210759.4;-236.4272;-25210763.87;25407251.26;383.98111;-25407247.08;27494597.94;235.05725;-27494597.7;26396248.71;-508.95566;-26396249.55
2652;13:18:24.000;47904;37122;25573500.25;-159.9128;-25573497.36;27453981.45;-611.05988;-27453985.47;23857066.27;148.56096;-23857058.81;21901127.92;-134.53365;-21901125.23;24919483.4;349.43594;-24919480.01;;;;25210524.14;-236.37099;-25210527.5;25407633.54;384.01678;-25407631.1;27494833.21;235.1001;-27494832.8;26395739.97;-508.96402;-26395740.59
2653;13:18:25.000;47905;37123;25573339.19;-159.79088;-25573337.56;27453374.55;-611.0174;-27453374.45;23857213.57;148.6451;-23857207.46;21900993.65;-134.45026;-21900990.78;24919834.08;349.49994;-24919829.51;;;;25210287.79;-236.25616;-25210291.25;25408019.27;384.11285;-25408015.21;27495068.19;235.21632;-27495068.01;26395229.52;-508.9147;-26395231.67
2654;13:18:26.000;47906;37124;25573180.27;-159.69324;-25573177.87;27452761.79;-610.98663;-27452763.47;23857361.74;148.69579;-23857356.15;21900859.13;-134.38774;-21900856.39;24920183.21;349.54193;-24920179.05;;;;25210052.25;-236.15277;-25210055.09;25408404.4;384.18045;-25408399.39;27495301.39;235.30469;-27495303.32;26394719.47;-508.8858;-26394722.79
2655;13:18:27.000;47907;37125;25573021.66;-159.58012;-25573018.29;27452150.59;-610.9422;-27452152.52;23857508.77;148.77405;-23857504.93;21900723.66;-134.31039;-21900722.08;24920533.63;349.59299;-24920528.64;;;;25209815.17;-236.04146;-25209819.05;25408788.45;384.2775;-25408783.67;27495539.45;235.40573;-27495538.72;26394211.7;-508.83948;-26394213.95
2656;13:18:28.000;47908;37126;25572861.38;-159.46877;-25572858.82;27451541;-610.90198;-27451541.62;23857658.24;148.84125;-23857653.77;21900590.95;-134.23788;-21900587.84;24920883.11;349.64725;-24920878.29;;;;25209581.49;-235.9487;-25209583.1;25409171.55;384.3573;-25409168.03;27495772.09;235.50764;-27495774.23;26393704.32;-508.79498;-26393705.15
2657;13:18:29.000;47909;37127;25572702.04;-159.35165;-25572699.47;27450931.45;-610.85266;-27450930.77;23857804.93;148.91635;-23857802.68;21900455.49;-134.15131;-21900453.69;24921233.33;349.71014;-24921228;;;;25209343.38;-235.81743;-25209347.29;25409554.71;384.45059;-25409552.48;27496010.34;235.62003;-27496009.85;26393193.86;-508.74109;-26393196.41
2658;13:18:30.000;47910;37128;25572544.7;-159.24266;-25572540.23;27450320.28;-610.81757;-27450319.95;23857955.29;148.98306;-23857951.67;21900322.11;-134.08388;-21900319.61;24921583.36;349.75195;-24921577.75;;;;25209107.87;-235.71625;-25209111.57;25409941.19;384.53329;-25409937.01;27496245.58;235.71056;-27496245.56;26392684.79;-508.70868;-26392687.7
2659;13:18:31.000;47911;37129;25572383.9;-159.19455;-25572381.03;27449708.4;-610.84338;-27449709.11;23858103.77;148.98746;-23858100.65;21900186.42;-134.07584;-21900185.53;24921932.83;349.74213;-24921927.49;;;;25208871.42;-235.67218;-25208875.9;25410326.83;384.55197;-25410321.56;27496479.36;235.7532;-27496481.32;26392178.03;-508.72626;-26392178.98
2660;13:18:32.000;47912;37130;25572224.16;-159.09492;-25572221.94;27449098.16;-610.80548;-27449098.3;23858250.99;149.04942;-23858249.7;21900053.39;-134.01067;-21900051.52;24922282.55;349.78781;-24922277.28;;;;25208637.6;-235.57808;-25208640.32;25410710.55;384.634;-25410706.2;27496715.16;235.83952;-27496717.16;26391668.97;-508.69385;-26391670.28
2661;13:18:33.000;47913;37131;25572065.18;-158.94444;-25572062.99;27448489.07;-610.72565;-27448487.58;23858402.14;149.15791;-23858398.86;21899918.56;-133.89455;-21899917.62;24922632.16;349.87872;-24922627.16;;;;25208402.06;-235.41606;-25208404.9;25411096.48;384.75327;-25411090.95;27496952.24;235.98598;-27496953.14;26391157.93;-508.61197;-26391161.67
2662;13:18:34.000;47914;37132;25571907.27;-158.8559;-25571904.14;27447879.23;-610.70599;-27447876.87;23858550.7;149.20671;-23858548.07;21899785.72;-133.84343;-21899783.78;24922980.85;349.90997;-24922977.07;;;;25208166.15;-235.33424;-25208169.57;25411480.75;384.82114;-25411475.77;27497188.82;236.05991;-27497189.2;26390649.42;-508.58649;-26390653.08
2663;13:18:35.000;47915;37133;25571751.09;-158.68777;-25571745.45;27447268.01;-610.61243;-27447266.26;23858702.35;149.32956;-23858697.4;21899651.07;-133.71475;-21899650.07;24923330.03;350.01361;-24923327.08;;;;25207930.36;-235.16913;-25207934.4;25411865.79;384.95721;-25411860.73;27497423.88;236.21976;-27497425.42;26390142.98;-508.48767;-26390144.6
2664;13:18:36.000;47916;37134;25571591.48;-158.5872;-25571586.86;27446656.37;-610.58173;-27446655.68;23858853.92;149.39165;-23858846.79;21899516.66;-133.64922;-21899516.42;24923681.8;350.05618;-24923677.14;;;;25207693.87;-235.07736;-25207699.32;25412250.63;385.03607;-25412245.77;27497660.81;236.30751;-27497661.73;26389634.67;-508.45685;-26389636.14
2665;13:18:37.000;47917;37135;25571433.4;-158.50012;-25571428.36;27446044.69;-610.56311;-27446045.11;23859004.65;149.43417;-23858996.22;21899383.67;-133.59964;-21899382.82;24924032.06;350.08466;-24924027.22;;;;25207460.66;-234.99544;-25207464.33;25412634.66;385.09488;-25412630.86;27497898.07;236.38664;-27497898.12;26389124.86;-508.44269;-26389127.7
2666;13:18:38.000;47918;37136;25571275.91;-158.40727;-25571269.96;27445434.92;-610.53589;-27445434.58;23859155.72;149.48888;-23859145.71;21899250.58;-133.53821;-21899249.28;24924380.75;350.12491;-24924377.35;;;;25207225.88;-234.89407;-25207229.43;25413020.7;385.16586;-25413016.03;27498135.86;236.4705;-27498134.59;26388618.73;-508.41016;-26388619.29
2667;13:18:39.000;47919;37137;25571116.29;-158.31407;-25571111.64;27444823.81;-610.52179;-27444824.06;23859306.16;149.53636;-23859295.25;21899118.05;-133.48483;-21899115.79;24924732.71;350.15134;-24924727.5;;;;25206991.46;-234.81027;-25206994.62;25413405.23;385.23056;-25413401.26;27498371.88;236.55043;-27498371.14;26388109.66;-508.38904;-26388110.9
2668;13:18:40.000;47920;37138;25570960.31;-158.2373;-25570953.4;27444214.83;-610.50684;-27444213.55;23859454.06;149.57254;-23859444.82;21898984.16;-133.43964;-21898982.35;24925081.08;350.17313;-24925077.67;;;;25206756.86;-234.73334;-25206759.89;25413789.16;385.28351;-25413786.54;27498607.01;236.62236;-27498607.76;26387601.66;-508.38007;-26387602.52
2669;13:18:41.000;47921;37139;25570802.17;-158.15851;-25570795.25;27443603.37;-610.48926;-27443603.06;23859603.78;149.62062;-23859594.44;21898851.16;-133.3961;-21898848.96;24925432.17;350.20081;-24925427.87;;;;25206519.15;-234.65311;-25206525.24;25414175.32;385.3439;-25414171.88;27498843.63;236.69336;-27498844.45;26387091.61;-508.36145;-26387094.16
2670;13:18:42.000;47922;37140;25570642.66;-158.10104;-25570637.15;27442993.45;-610.51422;-27442992.55;23859752.69;149.62523;-23859744.07;21898718.13;-133.38495;-21898715.57;24925782.43;350.1908;-24925778.06;;;;25206283.27;-234.60735;-25206290.63;25414559.92;385.3699;-25414557.25;27499080.65;236.73082;-27499081.18;26386581.87;-508.38004;-26386585.78
2671;13:18:43.000;47923;37141;25570484.63;-157.98602;-25570479.16;27442382.46;-610.46796;-27442382.08;23859901.05;149.69432;-23859893.76;21898583.85;-133.31094;-21898582.26;24926131.96;350.24747;-24926128.31;;;;25206051.04;-234.49408;-25206056.14;25414946.87;385.45459;-25414942.71;27499318.4;236.83937;-27499318.02;26386074.84;-508.33563;-26386077.44
2672;13:18:44.000;47924;37142;25570324.1;-157.89798;-25570321.26;27441773.1;-610.45227;-27441771.63;23860049.83;149.75049;-23860043.51;21898450.8;-133.2504;-21898449.01;24926481.51;350.27731;-24926478.59;;;;25205816.92;-234.40741;-25205821.73;25415332.75;385.51675;-25415328.23;27499554.99;236.91663;-27499554.94;26385565.12;-508.30746;-26385569.13
2673;13:18:45.000;47925;37143;25570168.43;-157.79536;-25570163.47;27441162.76;-610.41864;-27441161.21;23860198.58;149.80748;-23860193.32;21898318.49;-133.18883;-21898315.82;24926831.36;350.32007;-24926828.91;;;;25205583.94;-234.30357;-25205587.43;25415717.79;385.59641;-25415713.82;27499792.41;237.01128;-27499791.95;26385057.67;-508.2803;-26385060.85
2674;13:18:46.000;47926;37144;25570010.07;-157.66864;-25570005.8;27440552.41;-610.35999;-27440550.85;23860347.81;149.89658;-23860343.22;21898185.41;-133.09544;-21898182.73;24927182.4;350.39758;-24927179.31;;;;25205349.6;-234.17717;-25205353.25;25416103.99;385.69913;-25416099.52;27500030.47;237.12561;-27500029.08;26384549.98;-508.21439;-26384552.64
2675;13:18:47.000;47927;37145;25569852.25;-157.63026;-25569848.17;27439943.23;-610.39166;-27439940.46;23860496.23;149.88464;-23860493.1;21898051.73;-133.0976;-21898049.63;24927532.55;350.36752;-24927529.67;;;;25205112.97;-234.14383;-25205119.1;25416488.54;385.70853;-25416485.23;27500265.92;237.15012;-27500266.23;26384038.73;-508.25232;-26384044.39
2676;13:18:48.000;47928;37146;25569695.63;-157.50623;-25569690.66;27439332.22;-610.3382;-27439330.12;23860645.54;149.97325;-23860643.07;21897918.17;-133.00778;-21897916.62;24927883.74;350.43732;-24927880.11;;;;25204880.7;-234.01976;-25204885.08;25416875.57;385.80731;-25416871.04;27500502.85;237.26808;-27500503.49;26383529.82;-508.19089;-26383536.2
2677;13:18:49.000;47929;37147;25569537.76;-157.42494;-25569533.24;27438719.77;-610.33075;-27438719.79;23860796.2;150.00798;-23860793.08;21897785.4;-132.96188;-21897783.66;24928233.82;350.45566;-24928230.57;;;;25204647.04;-233.94469;-25204651.14;25417260.08;385.86453;-25417256.9;27500739.31;237.33804;-27500740.83;26383023.77;-508.17456;-26383028.02
2678;13:18:50.000;47930;37148;25569378.93;-157.28947;-25569375.95;27438110.3;-610.26123;-27438109.52;23860948.03;150.10881;-23860943.19;21897653.19;-132.86411;-21897650.8;24928583.57;350.53476;-24928581.1;;;;25204415.34;-233.81227;-25204417.33;25417645.06;385.97266;-25417642.87;27500979.77;237.46666;-27500978.3;26382515.77;-508.11084;-26382519.91
2679;13:18:51.000;47931;37149;25569221.03;-157.18945;-25569218.76;27437500.35;-610.2262;-27437499.3;23861096.34;150.16331;-23861093.35;21897520.76;-132.8022;-21897517.99;24928935.93;350.57574;-24928931.68;;;;25204180.65;-233.70744;-25204183.62;25418030.85;386.04935;-25418028.92;27501217.93;237.55563;-27501215.85;26382009.11;-508.07675;-26382011.83
2680;13:18:52.000;47932;37150;25569064.22;-157.13046;-25569061.63;27436890.34;-610.23938;-27436889.06;23861247.68;150.18132;-23861243.54;21897387.62;-132.78368;-21897385.21;24929284.8;350.57507;-24929282.25;;;;25203944.56;-233.65108;-25203949.97;25418418.53;386.08093;-25418415;27501454.57;237.59895;-27501453.45;26381500.17;-508.08685;-26381503.75
2681;13:18:53.000;47933;37151;25568907.16;-157.05713;-25568904.57;27436278.7;-610.23718;-27436278.82;23861399.87;150.21475;-23861393.75;21897255.35;-132.74034;-21897252.47;24929635.61;350.58881;-24929632.84;;;;25203712.07;-233.58766;-25203716.38;25418804.81;386.129;-25418801.13;27501693.34;237.66988;-27501691.12;26380992.73;-508.0834;-26380995.66
2682;13:18:54.000;47934;37152;25568749.99;-156.94052;-25568747.63;27435667.67;-610.18347;-27435668.64;23861550.84;150.28958;-23861544.04;21897123.65;-132.65826;-21897119.81;24929986.82;350.65515;-24929983.5;;;;25203478.36;-233.4631;-25203482.92;25419190.69;386.22034;-25419187.35;27501931.1;237.77351;-27501928.9;26380484.76;-508.03168;-26380487.63
2683;13:18:55.000;47935;37153;25568593.35;-156.88358;-25568590.74;27435056.4;-610.20734;-27435058.43;23861703.41;150.3019;-23861694.34;21896990.57;-132.64323;-21896987.17;24930338.17;350.64267;-24930334.14;;;;25203244.21;-233.42383;-25203249.49;25419577.62;386.24902;-25419573.6;27502168.83;237.82109;-27502166.72;26379977.47;-508.04337;-26379979.59
2684;13:18:56.000;47936;37154;25568434.31;-156.84544;-25568433.9;27434448.44;-610.22852;-27434448.2;23861852.82;150.30392;-23861844.65;21896858.46;-132.63943;-21896854.53;24930686.88;350.62741;-24930684.77;;;;25203012.95;-233.37218;-25203016.12;25419964.82;386.26443;-25419959.87;27502405.51;237.84987;-27502404.57;26379470.81;-508.07065;-26379471.52
2685;13:18:57.000;47937;37155;25568279.64;-156.71889;-25568277.18;27433834.36;-610.1734;-27433838.03;23862003.67;150.38689;-23861995.03;21896726;-132.54529;-21896721.98;24931039.81;350.69589;-24931035.46;;;;25202778.23;-233.25139;-25202782.87;25420350.07;386.37051;-25420346.24;27502644.24;237.96872;-27502642.54;26378962.18;-508.01248;-26378963.5
2686;13:18:58.000;47938;37156;25568122.09;-156.57368;-25568120.61;27433226.27;-610.10358;-27433227.93;23862155.09;150.48843;-23862145.52;21896593.47;-132.44447;-21896589.54;24931389.67;350.77777;-24931386.24;;;;25202546.49;-233.11029;-25202549.76;25420735.43;386.47803;-25420732.72;27502883.11;238.09433;-27502880.63;26378454.56;-507.93936;-26378455.57
2687;13:18:59.000;47939;37157;25567966.95;-156.50429;-25567964.1;27432615.51;-610.10156;-27432617.82;23862304.61;150.5153;-23862296.04;21896461.33;-132.41098;-21896457.13;24931740.82;350.78864;-24931737.03;;;;25202312.82;-233.04726;-25202316.71;25421123.36;386.52707;-25421119.24;27503119.51;238.15947;-27503118.79;26377947.08;-507.93915;-26377947.63
2688;13:19:00.000;47940;37158;25567811.62;-156.41339;-25567807.69;27432007.57;-610.08044;-27432007.74;23862452.8;150.56526;-23862446.6;21896328.48;-132.35506;-21896324.77;24932091.26;350.82587;-24932087.85;;;;25202078.98;-232.94473;-25202083.77;25421508.75;386.59421;-25421505.84;27503357.81;238.24057;-27503357.03;26377438.93;-507.90891;-26377439.72
2689;13:19:01.000;47941;37159;25567656.65;-156.38663;-25567651.3;27431397.42;-610.12628;-27431397.62;23862603.3;150.55096;-23862597.15;21896195.92;-132.37039;-21896192.4;24932442.85;350.78647;-24932438.64;;;;25201848.14;-232.93849;-25201850.83;25421894.79;386.58792;-25421892.43;27503597.55;238.25049;-27503595.28;26376930.74;-507.96024;-26376931.76
2690;13:19:02.000;47942;37160;25567497.05;-156.26306;-25567495.04;27430787.36;-610.06683;-27430787.55;23862752.8;150.63197;-23862747.78;21896063.28;-132.28145;-21896060.12;24932793.52;350.85437;-24932789.5;;;;25201615.68;-232.81265;-25201618.02;25422282.75;386.69058;-25422279.12;27503836.11;238.3688;-27503833.65;26376422.92;-507.89902;-26376423.86
2691;13:19:03.000;47943;37161;25567345.45;-156.23135;-25567338.81;27430177.42;-610.10138;-27430177.45;23862901.67;150.62267;-23862898.41;21895930.65;-132.27878;-21895927.84;24933144.52;350.82935;-24933140.32;;;;25201383.61;-232.78535;-25201385.23;25422670.27;386.69858;-25422665.81;27504075.09;238.39169;-27504072.04;26375915.17;-507.93423;-26375915.92
2692;13:19:04.000;47944;37162;25567185.93;-156.0692;-25567182.74;27429562.47;-610.01843;-27429567.43;23863054.23;150.74466;-23863049.15;21895799.4;-132.1628;-21895795.68;24933494.03;350.931;-24933491.26;;;;25201150.41;-232.62047;-25201152.61;25423057.03;386.83292;-25423052.65;27504314.33;238.54227;-27504310.58;26375407.12;-507.83789;-26375408.09
2693;13:19:05.000;47945;37163;25567030.59;-155.94287;-25567026.8;27428956.68;-609.95758;-27428957.47;23863202.31;150.82414;-23863199.98;21895666.5;-132.06847;-21895663.61;24933846.12;350.99203;-24933842.25;;;;25200916.51;-232.48303;-25200920.13;25423443.47;386.9252;-25423439.57;27504551.67;238.65359;-27504549.24;26374898.69;-507.78546;-26374900.3
2694;13:19:06.000;47946;37164;25566873.43;-155.84644;-25566870.95;27428347.05;-609.92889;-27428347.54;23863352.95;150.88512;-23863350.86;21895534.84;-132.00832;-21895531.6;24934196.74;351.03564;-24934193.28;;;;25200682.18;-232.40663;-25200687.72;25423829.67;387.00812;-25423826.58;27504788.21;238.74467;-27504787.98;26374391.52;-507.75357;-26374392.55
2695;13:19:07.000;47947;37165;25566721;-155.74796;-25566715.2;27427736.01;-609.9024;-27427737.64;23863503.9;150.93945;-23863501.8;21895402.77;-131.94621;-21895399.66;24934548.38;351.07709;-24934544.36;;;;25200452.6;-232.29527;-25200455.43;25424217.11;387.07504;-25424213.66;27505030.95;238.83124;-27505026.81;26373881.4;-507.72369;-26373884.82
2696;13:19:08.000;47948;37166;25566564.25;-155.64571;-25566559.56;27427124.73;-609.87189;-27427127.77;23863656.68;150.99545;-23863652.8;21895269.68;-131.88823;-21895267.77;24934899.86;351.11395;-24934895.47;;;;25200220.37;-232.20752;-25200223.22;25424605.47;387.14249;-25424600.8;27505267.66;238.91605;-27505265.73;26373374.23;-507.69232;-26373377.13
2697;13:19:09.000;47949;37167;25566409.01;-155.51231;-25566404.04;27426513.57;-609.80536;-27426517.96;23863807.47;151.09444;-23863803.89;21895138.45;-131.78244;-21895135.99;24935249.86;351.19461;-24935246.67;;;;25199987.87;-232.07605;-25199991.14;25424991.37;387.2641;-25424988.06;27505506.13;239.04955;-27505504.78;26372866.91;-507.62335;-26372869.51
2698;13:19:10.000;47950;37168;25566252.81;-155.41057;-25566248.63;27425905.37;-609.77234;-27425908.19;23863958.51;151.14995;-23863955.04;21895006.79;-131.72369;-21895004.26;24935600.93;351.2363;-24935597.91;;;;25199752.88;-231.96631;-25199759.18;25425378.99;387.33548;-25425375.4;27505744.25;239.1413;-27505743.92;26372356.97;-507.5824;-26372361.93
2699;13:19:11.000;47951;37169;25566097.7;-155.33913;-25566093.29;27425294.01;-609.76581;-27425298.43;23864110.78;151.18445;-23864106.22;21894874.7;-131.68114;-21894872.58;24935953.84;351.25339;-24935949.16;;;;25199522.44;-231.90477;-25199527.27;25425766.1;387.38385;-25425762.78;27505983.23;239.19904;-27505983.12;26371850.46;-507.58621;-26371854.34
2700;13:19:12.000;47952;37170;25565940.56;-155.23106;-25565938.06;27424686.05;-609.73718;-27424688.69;23864263.03;151.24622;-23864257.47;21894743.39;-131.61523;-21894740.97;24936302.6;351.29263;-24936300.45;;;;25199291.48;-231.79439;-25199295.48;25426153.01;387.45941;-25426150.24;27506223.3;239.29221;-27506222.41;26371344.35;-507.54626;-26371346.79
2701;13:19:13.000;47953;37171;25565789.51;-155.20444;-25565782.86;27424076.67;-609.77234;-27424078.92;23864415.94;151.23373;-23864408.7;21894612.14;-131.62292;-21894609.34;24936655.12;351.26688;-24936651.72;;;;25199061.93;-231.76596;-25199063.71;25426542.15;387.46429;-25426537.71;27506462.74;239.31294;-27506461.72;26370833.66;-507.58817;-26370839.2
2702;13:19:14.000;47954;37172;25565630.35;-155.07321;-25565627.79;27423465.27;-609.71564;-27423469.2;23864567.56;151.32394;-23864560.03;21894479.47;-131.53062;-21894477.81;24937005.07;351.33511;-24937003.05;;;;25198827.65;-231.65634;-25198832.06;25426928.2;387.5686;-25426925.27;27506701.19;239.4328;-27506701.16;26370328.95;-507.52402;-26370331.68
2703;13:19:15.000;47955;37173;25565475.16;-154.94548;-25565472.84;27422854.81;-609.65155;-27422859.55;23864719.91;151.40915;-23864711.44;21894348.61;-131.43507;-21894346.38;24937355.53;351.41147;-24937354.46;;;;25198597.83;-231.50972;-25198600.55;25427316.39;387.67096;-25427312.94;27506942.62;239.55411;-27506940.71;26369819.86;-507.46405;-26369824.22
2704;13:19:16.000;47956;37174;25565321.35;-154.84814;-25565317.99;27422244.36;-609.62726;-27422249.92;23864870.2;151.46181;-23864862.9;21894217.66;-131.37851;-21894215;24937707.76;351.44296;-24937705.91;;;;25198366.95;-231.42807;-25198369.12;25427702.57;387.74234;-25427700.69;27507181.71;239.63591;-27507180.35;26369313.19;-507.43588;-26369316.78
2705;13:19:17.000;47957;37175;25565168.58;-154.7164;-25565163.28;27421636.01;-609.56976;-27421640.35;23865021.2;151.55731;-23865014.46;21894086.24;-131.28862;-21894083.71;24938057.2;351.51584;-24938057.42;;;;25198134.75;-231.2977;-25198137.82;25428091.78;387.84357;-25428088.53;27507420.34;239.75732;-27507420.1;26368805.95;-507.36942;-26368809.41
2706;13:19:18.000;47958;37176;25565013.06;-154.65251;-25565008.62;27421025.92;-609.56598;-27421030.79;23865170.18;151.5764;-23865166.03;21893955.55;-131.25493;-21893952.46;24938411.36;351.52084;-24938408.94;;;;25197902.24;-231.23225;-25197906.59;25428479.32;387.89084;-25428476.42;27507660.05;239.81039;-27507659.91;26368300.02;-507.3717;-26368302.04
2707;13:19:19.000;47959;37177;25564857.79;-154.49339;-25564854.13;27420415.91;-609.47241;-27420421.31;23865321.95;151.69859;-23865317.73;21893823.4;-131.13281;-21893821.32;24938763.19;351.63004;-24938760.57;;;;25197668.5;-231.06206;-25197675.53;25428868.31;388.01575;-25428864.44;27507900.64;239.96228;-27507899.88;26367791.45;-507.27863;-26367794.76
2708;13:19:20.000;47960;37178;25564702.91;-154.39218;-25564699.74;27419804.64;-609.45911;-27419811.86;23865470.26;151.74234;-23865469.47;21893691.37;-131.07727;-21893690.25;24939114.19;351.65698;-24939112.23;;;;25197439.49;-230.98306;-25197444.54;25429255.65;388.08795;-25429252.53;27508139.72;240.04619;-27508139.92;26367284.7;-507.2594;-26367287.5
2709;13:19:21.000;47961;37179;25564549.54;-154.26442;-25564545.47;27419196.3;-609.39819;-27419202.46;23865624.48;151.83199;-23865621.31;21893561.47;-130.98396;-21893559.26;24939465.8;351.72736;-24939463.96;;;;25197207.2;-230.85057;-25197213.69;25429644.08;388.18509;-25429640.71;27508379.14;240.16631;-27508380.09;26366777.62;-507.20029;-26366780.3
2710;13:19:22.000;47962;37180;25564396.83;-154.1496;-25564391.32;27418587.76;-609.34369;-27418593.11;23865775.18;151.91335;-23865773.22;21893430.14;-130.89711;-21893428.37;24939817.53;351.78891;-24939815.75;;;;25196977.75;-230.73586;-25196982.96;25430032.12;388.28876;-25430029;27508621.13;240.2722;-27508620.36;26366269.19;-507.14047;-26366273.16
2711;13:19:23.000;47963;37181;25564242.71;-154.05171;-25564237.27;27417978.82;-609.3147;-27417983.8;23865925.77;151.97011;-23865925.19;21893299.91;-130.83463;-21893297.53;24940169.57;351.83038;-24940167.58;;;;25196746.63;-230.63632;-25196752.32;25430418.99;388.35446;-25430417.35;27508861.82;240.36079;-27508860.72;26365761.99;-507.10797;-26365766.05
2712;13:19:24.000;47964;37182;25564090.16;-153.96007;-25564083.31;27417371.09;-609.29517;-27417374.5;23866077.17;152.01599;-23866077.21;21893167.78;-130.78871;-21893166.74;24940522.04;351.85803;-24940519.44;;;;25196517.1;-230.55685;-25196521.76;25430807.86;388.41772;-25430805.77;27509101.84;240.44244;-27509101.17;26365254.16;-507.09293;-26365258.96
2713;13:19:25.000;47965;37183;25563931.82;-153.85815;-25563929.45;27416762.29;-609.26129;-27416765.24;23866229.36;152.08179;-23866229.29;21893037.47;-130.71722;-21893036.02;24940874.34;351.9035;-24940871.34;;;;25196285.14;-230.44069;-25196291.32;25431197.77;388.49728;-25431194.27;27509342.94;240.53075;-27509341.7;26364748.28;-507.06085;-26364751.9
2714;13:19:26.000;47966;37184;25563777.93;-153.7765;-25563775.68;27416153.19;-609.24725;-27416156;23866381.73;152.11243;-23866381.4;21892906.89;-130.67944;-21892905.35;24941226.22;351.92746;-24941223.27;;;;25196056.15;-230.37004;-25196060.95;25431585.83;388.54865;-25431582.82;27509581.35;240.59802;-27509582.29;26364240.22;-507.03769;-26364244.86
2715;13:19:27.000;47967;37185;25563626.24;-153.68102;-25563622;27415542.23;-609.22821;-27415546.77;23866535.63;152.17101;-23866533.57;21892777.14;-130.61847;-21892774.73;24941578.96;351.95996;-24941575.23;;;;25195824.38;-230.27814;-25195830.67;25431974.61;388.61249;-25431971.43;27509823.1;240.68732;-27509822.98;26363732.9;-507.01614;-26363737.85
2716;13:19:28.000;47968;37186;25563470.79;-153.57886;-25563468.42;27414933.68;-609.18799;-27414937.58;23866689.53;152.22542;-23866685.8;21892646.89;-130.55035;-21892644.18;24941929.83;352.00488;-24941927.23;;;;25195597.55;-230.17801;-25195600.5;25432362.4;388.69788;-25432360.13;27510064.11;240.77582;-27510063.76;26363227.59;-506.98114;-26363230.86
2717;13:19:29.000;47969;37187;25563319.42;-153.4982;-25563314.92;27414324.93;-609.17981;-27414328.4;23866843.44;152.27538;-23866838.07;21892516.18;-130.50327;-21892513.67;24942283.19;352.03098;-24942279.26;;;;25195363.57;-230.10193;-25195370.39;25432752.9;388.7529;-25432748.88;27510304.59;240.85049;-27510304.61;26362720.82;-506.95926;-26362723.9
2718;13:19:30.000;47970;37188;25563166.55;-153.34065;-25563161.58;27413716.67;-609.09277;-27413719.31;23866997.82;152.38208;-23866990.45;21892385.62;-130.38934;-21892383.28;24942632.55;352.12241;-24942631.39;;;;25195134.16;-229.94569;-25195140.45;25433140.43;388.87589;-25433137.76;27510544.91;240.99373;-27510545.6;26362212.3;-506.88562;-26362217.02
2719;13:19:31.000;47971;37189;25563011.95;-153.26889;-25563008.31;27413108.29;-609.0882;-27413110.22;23867149.68;152.42123;-23867142.87;21892255.18;-130.34622;-21892252.94;24942984.56;352.13925;-24942983.52;;;;25194905.66;-229.8779;-25194910.57;25433529.32;388.92929;-25433526.69;27510785.81;241.05765;-27510786.66;26361706.09;-506.86951;-26361710.15
2720;13:19:32.000;47972;37190;25562860.46;-153.15898;-25562855.15;27412499.84;-609.05127;-27412501.17;23867301.44;152.48294;-23867295.36;21892126.09;-130.28059;-21892122.66;24943336.39;352.1875;-24943335.71;;;;25194677.14;-229.76509;-25194680.81;25433917.83;389.00681;-25433915.69;27511027.03;241.16096;-27511027.82;26361197.56;-506.83359;-26361203.32
2721;13:19:33.000;47973;37191;25562705.12;-153.06082;-25562702.09;27411889.8;-609.02118;-27411892.15;23867453.34;152.53638;-23867447.89;21891996.31;-130.21877;-21891992.44;24943691.02;352.2196;-24943687.93;;;;25194444.8;-229.67719;-25194451.13;25434307.78;389.08011;-25434304.77;27511267.61;241.23248;-27511269.05;26360692.04;-506.8009;-26360696.52
2722;13:19:34.000;47974;37192;25562554.46;-153.01381;-25562549.08;27411281.68;-609.0462;-27411283.1;23867604.72;152.54066;-23867600.43;21891865.06;-130.21306;-21891862.22;24944043.81;352.21655;-24944040.15;;;;25194216.03;-229.63551;-25194221.49;25434695.25;389.09879;-25434693.87;27511508.2;241.27744;-27511510.33;26360183.22;-506.82828;-26360189.69
